job_title,company_name,url,description
Junior Streaming Video Engineer with verification,Seven Network,https://www.linkedin.com/jobs/view/3995331776,"About the jobAre you passionate about video streaming technologies and ready to shape the future of Australian media? Seven is seeking a talented Junior Streaming Video Engineer to join our Digital team in Sydney. In this exciting role, you will learn, configure, develop, and support cutting-edge Live and Video on Demand workflows. Work with industry-leading vendors like AWS, Brightcove, and Akamai, while collaborating with our innovative internal teams. Enjoy continuous learning opportunities, and the chance to make a significant impact in a fast-paced, creative environment.About Seven West Media:At Seven West Media, we are dedicated to delivering the highest standard of service across our Streaming Video Platform for Live and Video on Demand, Content Delivery, and Digital Advertising. We are Australia's leading media company, and we thrive on creativity, connection, and collaboration.Role Summary:We are seeking a Junior Streaming Video Technologist to ensure our Streaming Video Platform services operate at peak performance. This role involves learning, configuring, developing, and supporting Live and Video on Demand workflows. You will be part of a dynamic team focused on innovation and excellence.Key Responsibilities:Support and Troubleshooting:Provide first-line support for video production and distribution systems, including root cause analysis.Development:Assist in planning and implementing new features and configuration changes.Monitoring:Develop and manage monitoring and support tools, ensuring all operations tools can be monitored 24/7.Collaboration:Work closely with vendors such as AWS, Brightcove, Akamai, and internal teams to support and deliver new features.System Administration:Manage platform usage, report on trends, and administer live and VOD streaming platforms.Optimisation:Continuously research and implement methods to improve video workflows and support operations.Documentation:Maintain system documentation and diagrams, ensuring alignment with broadcast systems.Risk Management:Identify and address system shortfalls, adopt good housekeeping practices, and participate in commissioning new systems.What We’re Looking For:Essential:Passion for video streaming technologies.Software development skills (Python, JavaScript).Experience with Linux-based operating systems.Exposure to cloud technologies (AWS).Technical degree (Computer Science, Electrical Engineering, IT, Data Science, or equivalent).Desirable:Broadcast media systems experience.Experience with Live OTT Sports and VOD platform operations.AWS Infrastructure Certifications.Experience in a DevOps/Infrastructure as Code environment.Core Competencies:Expertise:Continuously seeks to learn and applies job-related skills and knowledge effectively.Integrity:Reliable, diligent, and consistent in work ethic.Enthusiasm:Self-motivated, dedicated, and passionate about their work.Creativity:Innovative, embraces change, and seeks opportunities for growth and improvement.In return, we will provide you with:Generous 7Perks and corporate discounts at a range of retail, tech and health & fitness facilitiesA collaborative, vibrant cultureProfessional development opportunities through Seven’s Mentoring and Performance & Development programsA reward and recognition programProfessional and personal learning and development opportunities through Seven’s People Experience initiativesA competitive salaryGenerous paid parental leaveFlexible working environmentsAtSeven, we are here to bring all Australians closer to the moments that move us.Apply Now!Ready to embark on an exciting career journey with Seven West Media? Apply now and help shape the future of Australian media!The Seven Network is an Employer of Choice for Gender Equality and an equal opportunity employer, committed to creating a diverse and inclusive workplace.Recruitment Agencies:Seven West Media does not accept unsolicited agency resumes and will not be responsible for any fees related to unsolicited resumes."
Process Engineer (North Rocks) with verification,Unilever,https://www.linkedin.com/jobs/view/3991747639,Description not available
Full Stack Engineer,CoTalent,https://www.linkedin.com/jobs/view/3972815612,"About the jobWe've recently forged a partnership with a leading global fashion brand poised for growth in their tech team! They're on the lookout for two dynamic individuals to join them.Role:As a pivotal member of our tech team, you'll spearhead the design, development, and maintenance of robust backend systems crucial to supporting our cutting-edge e-commerce platform.Responsibilities:- Design and develop scalable backend systems using PHP Laravel.- Collaborate closely with front-end developers to seamlessly integrate server-side logic with user-facing elements.- Optimize application performance to ensure high scalability, reliability, and availability.- Implement and oversee continuous integration and deployment (CI/CD) pipelines to streamline development processes.Requirements:- Minimum 7 years of hands-on experience in backend development, specialising in PHP Laravel (4-5yrs Laravel)- Proficiency with ReactJS, with at least 2-3 years of practical experience.- Strong grasp of DevOps principles and tools, particularly in setting up CI/CD pipelines.- Previous experience in e-commerce is highly advantageous.If you're eager to contribute to a dynamic team at the forefront of fashion technology, apply now!"
Information Technology Support Engineer with verification,Robert Half,https://www.linkedin.com/jobs/view/3974720136,"About the jobSeeking a highly motivated IT Support Engineer to join a dynamic team within the Entertainment and Events industry. As an IT Support engineer you will provide technical support to internal users via phone, email, or remote access as well as assist with projects.Key Responsibilities:Troubleshoot and resolve hardware, software, and network issues for internal users.Respond to technical support requests and provide solutions in a timely and efficient manner.Log all incidents and service requests in the service desk system, and track progress through to resolution.Escalate complex issues to senior technicians or managers as necessary.Participate in the maintenance and support of IT systems, including hardware and software installations, upgrades, and patches.Assist in the development and maintenance of technical documentation, user guides, and training materials.Continuously improve technical knowledge and skills through training and professional development opportunities.Assist in projects and upgradesRequirements:2-3 years of experience in a technical support role or similar.Basic knowledge of Windows operating systems, Microsoft Office Suite, and desktop hardware.Excellent communication skills, both verbal and written, with the ability to explain technical concepts to non-technical users.Strong problem-solving skills and attention to detail.Ability to work independently and collaboratively as part of a team.A degree or diploma in a relevant field is preferred, but not required.Valid Drivers LicenceOur client is offering a competitive salary package, including benefits and opportunities for professional growth and development. If you are a highly motivated individual with a passion for technology and customer service, we encourage you to apply for this exciting opportunity."
Systems Engineer with verification,NICE,https://www.linkedin.com/jobs/view/3979856623,"About the jobAt NICE, we don’t limit our challenges. We challenge our limits. Always. We’re ambitious. We’re game changers. And we play to win. We set the highest standards and execute beyond them. And if you’re like us, we can offer you the ultimate career opportunity that will light a fire within you.So, what’s the role all about?NICE is looking for a Systems Engineer to join our IT Infrastructure team. This role is responsible for supporting systems hosted in our Private Cloud and performing system administrative functions such as patch management, trouble-shooting hardware, application and OS issues, and deploying customer environments using Windows Server and Linux in a highly secure service provider environment.How will you make an impact?Stage and deploy Windows OS images on serversPerform routine system patching and general administration on Windows and Linux serversProvide Level 3 technical support for systems related issuesProvide Level 1 technical support for security related issuesFamiliar with Systems Management software especially BigFixStrong server hardware and software troubleshooting skills from various vendors (i.e. Dell, Lenovo, HP, Microsoft, Redhat, etc.)Maintain currency with an IT asset management systemActive Directory administrationHave you got what it takes?BS/BA in computer science or information systemsMinimum 4 years system administration experience in a Windows server environmentKnowledge of scripting with Windows Power Shell or other current scripting languagesFamiliar with TCP/IP network fundamentals and common protocols such as FTP, SSH, SMTP, HTTP, HTTPSGood understanding of computer systems characteristics, features, and integration capabilities.Certification in vendor or industry technologies, e.g. Microsoft, Linux, etcYou will have an advantage if you also have:Experience working in a Security compliant environment (e.g. PCI/SOX/HiTrust/ISO)Virtualization Experience a plus especially VMwareWhat’s in it for you?Join an ever-growing, market disrupting, global company where the teams – comprised of the best of the best – work in a fast-paced, collaborative, and creative environment! As the market leader, every day at NICE is a chance to learn and grow, and there are endless internal career opportunities across multiple roles, disciplines, domains, and locations. If you are passionate, innovative, and excited to constantly raise the bar, you may just be our next NICEr!Enjoy NICE-FLEX!At NICE, we work according to the NICE-FLEX hybrid model, which enables maximum flexibility: 2 days working from the office and 3 days of remote work, each week. Naturally, office days focus on face-to-face meetings, where teamwork and collaborative thinking generate innovation, new ideas, and a vibrant, interactive atmosphere.About NICENICE Ltd. (NASDAQ: NICE) software products are used by 25,000+ global businesses, including 85 of the Fortune 100 corporations, to deliver extraordinary customer experiences, fight financial crime and ensure public safety. Every day, NICE software manages more than 120 million customer interactions and monitors 3+ billion financial transactions.Known as an innovation powerhouse that excels in AI, cloud and digital, NICE is consistently recognized as the market leader in its domains, with over 8,500 employees across 30+ countries.NICE is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, marital status, ancestry, neurotype, physical or mental disability, veteran status, gender identity, sexual orientation or any other category protected by law.Requisition ID:4808Reporting into:Manager, Cloud Systems EngineeringRole Type:Individual ContributorAbout NICENICE Ltd. (NASDAQ: NICE) software products are used by 25,000+ global businesses, including 85 of the Fortune 100 corporations, to deliver extraordinary customer experiences, fight financial crime and ensure public safety. Every day, NICE software manages more than 120 million customer interactions and monitors 3+ billion financial transactions.Known as an innovation powerhouse that excels in AI, cloud and digital, NICE is consistently recognized as the market leader in its domains, with over 8,500 employees across 30+ countries.NICE is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, marital status, ancestry, neurotype, physical or mental disability, veteran status, gender identity, sexual orientation or any other category protected by law."
Quality Assurance Engineer with verification,WooliesX,https://www.linkedin.com/jobs/view/3992418990,"About the jobJoin a customer-obsessed technology business at the heart of Australia’s largest retailerOpportunity to work on the latest technology and methodologySurry Hills based with hybrid and remote workingWelcome to WooliesXAs a business inside one of Australia's largest retailers, WooliesX aims to bring the best of Woolworths Group to our customers.We're an innovation business that brings together the brightest minds in e-commerce, technology, media, and data to transform how people live and shop. With an industry-leading technology team backed by analytics, we're resourceful and willing to experiment. Our agile teams are empowered to innovate and deliver an excellent experience for our customers - whether they shop in-store or online.What You’ll DoWork collaboratively in cross-functional teams to develop and adhere to strong quality practices and testing strategiesContribute to automated test creation, execution, and maintenanceMaintain a high-quality bar in a complex and constantly evolving workspaceEngage business, technology, and other stakeholders to understand the value of TestingSupport production deployment of applications and perform “Sanity” checksreate and define a test approach for any given context and produce high-value test artefactsWhat You’ll BringExperience in engaging QA Team members and driving Test Automation and Performance Testing strategyProven experience reducing Regression Cycle time and an understanding of Business Design DocExperience with API Automation frameworks such as Specflow, Postman etcExperience with Performance Testing tools like Jmeter, Load RunnerStrong experience in modern engineering practices and disciplines.Details oriented mindset and attention to detailsGood understanding of Agile & Lean delivery principles. Provide input to team processes.Knowledge on test management tool Xray on jira, documentation on confluence, dashboard reporting on test executionWhat's In It For YouWe embrace diversity of thought and love to take on challenges with a pragmatic and innovative approach. Our culture thrives on mutual respect, care, curiosity, openness, and a proactive attitude. We continually seek ways to pair, collaborate, support, and learn from each other as a team!Endless possibilities with Woolworths GroupWe’re a proud part of the Woolworths Group – 200,000+ bright minds, passionate hearts and unique perspectives working together connected by a shared Purpose – ‘to create better experiences together for a better tomorrow.’Here you’ll be supported and empowered to explore new ideas, make brave commitments and innovate better ways to meet the food and everyday needs of more than 24 million customers every week. Backed by a culture of genuine care, a flexible approach to work and the support to grow your career and make a meaningful impact, the possibilities for what we can achieve together are endless.Everyone belongs at Woolworths GroupDiversity, equity, inclusion, and belonging are key to realising our purpose of better together for a better tomorrow. We recognise the value our team’s diversity brings to our business, customers, and communities and that teams with diverse experiences and backgrounds enrich our group and are better able to innovate and solve problems. As one of the largest employers in Australia and New Zealand, we aim to create a truly inclusive workplace where everyone feels that they belong, can be their best selves, and reach their full potential.We encourage all candidates to apply; please let us know in your application if we can support you with any adjustments in the hiring process.You can learn more about working with us onLinkedInor viawww.wowcareers.com.au.Our Talent Acquisition Team and Hiring Leaders kindly request no unsolicited resumes or approaches from Recruitment Agencies. Woolworths Group is not responsible for any fees related to unsolicited resumes."
Associate Network Engineer with verification,Westpac Group,https://www.linkedin.com/jobs/view/3984272685,"About the jobJob DescriptionHow will I help?This is an Associate Network Engineer Role providing L2 support for Westpac’s WAN and Campus Networks. This is a combined operations and build role for managing network devices on Cisco SD-WAN and SDA Campus Network Architecture. The Associate Network Engineer will be responsible for maintaining a stable, secure & current network by promptly resolving network issues and incidents to minimize downtime and restore services. They will also ensure necessary network changes are performed to meet business requirements.Your key responsibilities include:Provide level 2 incident troubleshooting and resolution.Monitor network performance & capacity.Perform network changes in response to business requirements.Participate in a roster to provide support across extended business hours & out of hours.Participate in network design and implementation activities.Ensure all Incident SLAs are met.Ensure vulnerability management is completed and up to date.Ensure all necessary network changes are completed on time for SDN stakeholders.Participate in continuous improvement initiatives to enhance network efficiency, scalability and reliability.What’s in it for me?You will play an important and significant part in the future of a business that has been around for 200 years. Our vision is to become one of the world’s great service companies. So, we will back you in the development of your career, with internal career prospects and flexible working. You will also be backed by a fantastic team of people in a can-do, supportive structure.Whatever shape your family takes, we offer generous paid and unpaid parental leave for your nominated primary and support carers. This includes leave to organise adoptions, surrogacy, and foster care arrangements.What do I need?Essential:Networking basics – 1-3 yearsTroubleshooting Cisco network devices – 1-3 yearsExperience with ITIL frameworkNetworking Certifications - CCNADesirable:SD-WAN troubleshooting/implementationAutomation skills (Python, etc)Managing enterprise networksBachelor’s Degree in IT related fieldWhat is it like to work there?As well as competitive remuneration and a great culture, joining the Westpac family means you will get some of the best banking, wealth, and insurance benefits in the market.We back our employees by helping them work towards industry-recognised qualifications, using online learning, training modules and career planning tools for you to grow with us. We will even pay you to do volunteer or community work.We aim to provide one big, supportive team to help us achieve our purpose of creating better futures together. As well as competitive remuneration and a great culture, joining the Westpac family means you will have access to banking, wealth, and insurance benefits.How do I apply?Start here. Just click on theAPPLYbutton.At Westpac, we’re all about creating a supportive culture and ensuring our workplaces, branches, products, and services are accessible and inclusive for everyone—our customers, employees, and the wider community. If you’re interested in discussing workplace flexibility, please feel free to mention it in your application.We invite candidates of all ages, genders, sexual orientation, cultural backgrounds, people with disability, neurodiverse individuals, veterans and reservists, and Indigenous Australians to apply. If you have questions about the recruitment process, please email talentacquisition@westpac.com.au .Do you need reasonable adjustments during the recruitment process?We can provide reasonable adjustments for individuals with disability and/or neurodiversity. If you require an adjustment to be made during the recruitment process at any stage, please email talentacquisition@westpac.com.au"
Senior Systems Engineer,Aristocrat,https://www.linkedin.com/jobs/view/3980068269,"About the jobWe are seeking a Senior Systems Engineer with a strong architectural background to join our dynamic Global IT Infrastructure team. This role is crucial for ensuring the stability, integrity, and efficient operation of all Aristocrat Information Systems worldwide. The ideal candidate will have a proven track record in leading architecture initiatives, optimizing system performance, and maintaining complex IT infrastructures.What You'll DoDesign and Architecture:Lead the design and implementation of scalable and robust IT architectures aligned with business objectives.Evaluate existing systems and propose enhancements or new architectures to improve efficiency, performance, and reliability.Technical Support and Administration:Provide advanced technical support and administration for core infrastructure systems, including Windows Server and Desktop Operating Systems, Active Directory, Azure AD, Linux (Red Hat, OpenSuse, Ubuntu), Office 365, Intune, OKTA, Mimecast, and VMWare/Windows virtualization technologies.Manage the VMWare and Nutanix environment, including creating virtual machines, performing upgrades, and ensuring 100% uptime.Monitor and manage the Linux environment, ensuring all services are functioning properly and expanding disk space as needed.Identity and Access Management (IAM):Design, implement, and maintain IAM solutions using OKTA, Office 365, and Azure AD.Integrate identity services across cloud platforms to ensure seamless and secure access for users.Manage user provisioning, deprovisioning, and access requests through IAM platforms.Configure and manage SSO and MFA capabilities across OKTA, Office 365, and Azure AD.Implement automation for user onboarding and offboarding processes.Collaboration and Support:Work closely with IT Operations, Senior Systems Engineers, and the Regional Service Delivery Manager to ensure exceptional customer service and timely resolution of issues.Maintain the Intune environment, ensuring collections are maintained, applications are packaged for deployment, and all equipment is patched and up-to-date.Develop and maintain documentation, including drawings, procedures, and processes for all aspects of work performed or environments created.What We're Looking ForBachelor’s degree in Computer Science, Systems Engineering, or a related field.5-7 years of experience in IT/Network/System Administration.Microsoft Certified IT Professional (MCITP) with 3+ years of Systems Engineer experience.Knowledge of Linux systems and IT security certifications (Security+ or CISSP) is a plus.Customer service-oriented with excellent communication skills.Proficient in ITIL methodology and project management processes.Eager to learn new technologies and capable of working both independently and in a team.Why Aristocrat?Aristocrat is a world leader in gaming content and technology, and a top-tier publisher of free-to-play mobile games. We deliver great performance for our B2B customers and bring joy to the lives of the millions of people who love to play our casino and mobile games. And while we focus on fun, we never forget our responsibilities. We strive to lead the way in responsible gameplay, and to lift the bar in company governance, employee wellbeing and sustainability. We’re a diverse business united by shared values and an inspiring mission to bring joy to life through the power of play.We aim to create an environment where individual differences are valued, and all employees have the opportunity to realize their potential. We welcome and encourage applications from all people regardless of age, gender, race, ethnicity, cultural background, disability status or LGBTQ+ identity. We offer a range of flexible working options through all.flex, our flexible hybrid work model and invite you to have a conversation with us about flexible working. EEO M/F/D/VWorld Leader in Gaming EntertainmentRobust benefits packageGlobal career opportunitiesOur ValuesAll about the PlayerTalent UnleashedCollective BrillianceGood Business Good CitizenThe US based roles may require registration with the Nevada Gaming Control Board (NGCB) and/or other gaming jurisdictions in which we operate.Travel ExpectationsNone"
Manufacturing Engineer/Scientist (New Product Introduction),Vow,https://www.linkedin.com/jobs/view/3935847790,"About the jobAbout usVow is a food company - a very different one. We’re creating real meat products from animal cells instead of the animal itself.We’re bringing together cutting edge innovations in science, engineering, culinary and design to make sustainable food that’s both irresistible and available to billions of people worldwide.Your Role:We are seeking a Manufacturing Engineer/Scientist with experience in bioreactor operations at Pilot or Full factory scale to join our rapidly growing food company’s New Product Introduction Team.In this hands-on role, you will collaborate with a cross-functional team throughout the product launch lifecycle, from pilot scale to full production ramp-up. You will work closely with Research and Development, Engineering, Quality, and Production teams to transition future products from small-scale concepts to full-scale production.You will engage directly with operators, scientists, and other technical team members to drive and coordinate the implementation of large-scale processes for cultured meat production. Your responsibilities will include designing, executing, and interpreting experiments to develop and optimise new processes, or refine existing ones for new products. Additionally, you will serve as a technical resource for the Manufacturing Production team, offering input on process changes and quality issues, and supporting continuous process improvement.You will have the opportunity to develop processes using a variety of equipment, ranging from 500mL shaking flasks and 25L rocking motion reactors to stainless steel stirred tank reactors with capacities of 200-20,000L.Working with us means contributing to the development of sustainable, abundant, and irresistible food. You will collaborate with a diverse and passionate team of mechanical, automation, software, and hardware engineers, process development scientists, procurement and supply chain specialists, designers, and culinary experts, all dedicated to creating a better future for our planet.Your experience:A qualification in cellular biology, microbiology, brewing, biomedical/chemical/biochemical engineering, or equivalent experienceExperience with brewing, fermentation, or bioreactor operation up to 2000 L, ideally in stainless steel bioreactors with an emphasis on mammalian cell cultureProven experience in implementing food manufacturing and packing line facilities/processesKnowledge of Food HACCP plans or Quality Management Systems (ISO9001, ISO13485, or similar)Experience developing SOPs in academia or industryHigh degree of technical competence and scientific awarenessFlexibility to carry out shift work or weekend work if requiredAbility to work effectively within a close-knit team environment as well as a diverse cross-functional departmentWhat you’ll do:Oversee the scale up of processes from laboratory scale to pilot and demo scales with particular focus at the larger scale (>200L)Support development of robust and scalable processes for different cell lines at pilot (>200L) scale.Troubleshoot biological (e.g. cell growth inhibition), chemical (e.g. pH regulation) and physical (e.g. oxygen mass transfer) process problems during process design and scale upTroubleshoot hardware problems (e.g. mechanical, automation) during scale upPerform statistical analysis on pilot/production performance and communicate performance trendsForecast industry trends, challenges, and opportunities, and translate these into impactful projects and strategy to drive continuous process improvementOptimise processes to improve costs, speed and qualityFollow process data and quality after implementation into Production. Evaluate and troubleshoot problems that may arise in newly transferred processes.Contribute to the development and implementation of new technologies for next-generation biological manufacturing processes, including the application of process development to manipulate product characteristics e.g. texturisation, protein content, etcMentor and coach junior scientists, engineers and techniciansSuccess is:First month: You will work within our New Product Introduction team to learn the ins and outs of our manufacturing process, and our pilot- and demo-scale facilities. You will develop a deep understanding of technology and manufacturing goals at a company level, and will be able to suggest approaches to achieve these goals.First three months: You will have worked closely with our technology and manufacturing teams, and you will have taken technical ownership of one or more New Product Introduction projects.First year: You will have significantly contributed to optimising and implementing scaled processes for a number of different cell line and media combinations. You will also have leveraged your deep knowledge of bioprocess to introduce new product characteristics via process changes/manipulation, resulting in new & delicious product prototypes. You will also have contributed to shaping what Vow’s production process looks like beyond pilot and demo scales. You will have helped train, mentor and grow a team of operators to rapidly drive process development and optimisation.Who we are and why join:We are building a diverse, mission-led dream team of “Vowzers.”Our mission is to make food products for everyone. To do that well we need a workforce that’s representative of the people we serve. We celebrate multiple approaches and points of view - so we’re building a culture to match. Be yourself and come as you are.Work on cutting-edge technology.We’re bringing together cutting-edge innovations in science, engineering, and food, to recreate the world’s most tantalising and unique culinary experiences. All without compromising on ethics or our planet along the way. Since our inception in 2019, we have held the title of being the first startup tocultivate meat from the cells of an undomesticated animal, and have served up our exotic meats ranging fromkangaroo dumplings to alpaca sliders in tastings with world-renowned chefs.Work with and learn from the best.Our team includes some of the world’s top scientists, innovators, operators, and creatives with decades ofindustry experience. Despite our experiences though, we all strive to build, break, learn, and repeat. We see the impossible as temporary and strive to learn and support our company and fellow Vowzers' growth as much as possible.We’re fully funded and ready to go.We are a growing Aussie biotech start-up backed byBlackbird Ventures, Square Peg Capital, Grok Ventures, Tenacious Ventures, P7 Ventures, Toyota Ventures, and PeakBridge VC.Vow perks and benefits:Everyone is an owner.In addition to competitive base salaries, each and every ‘Vowzer’owns equity in the companyso we can all benefit from our hard work and future success.Generous paid parental leave.We offer 8 weeks of paid caregiver leave and an additional 8 weeks paid leave for the birth giver.Generous relocation budget & support.Support for interstate or overseas team members and their families (including pets!)Flexible working hours and location.We value work-life balance. While we’re mostly back in the office, you’re free to choose the best way for you to work.Unlimited personal leave.At Vow we recognise that sometimes you need time off to recuperate, look after your mental health, or simply deal with an emergency. We put unlimited personal leave in place to empower you to truly bring your best self to work every single day and you are always paid for days taken off as personal leave.Heaps of tasty samples from our culinary centre.Our fantastic ""food inventors"" on the Vow team are always cooking up new product prototypes, and all Vowzers are given the opportunity to taste, give feedback, and learn from their culinary prowess.An awesome converted warehouse “campus” in Alexandria.Complete with a glass-walled lab, manufacturing line, free snacks, a culinary centre, and professional-grade coffee machine in our cafe, as well as a DIY workshop for all hands-on projects.Human and dog friendly office!An inclusive community and culture, in a welcoming office, complete with friendly “Vowzer” dogs!A variety of social clubs.We encourage all our Vowzers to buildthe culturewith us and share what you love by creating social clubs across the business. From book clubs to hiking groups, we’re always looking for ways to learn and engage with our team.You don’t have to have every listed requirement and skill to be a great fit - you may even teach us something about what we should be looking for! If you are passionate about this opportunity and think you have the skills to succeed, please apply! If not, but you know someone who might be interested, please share this post."
FRP Site Engineer,Core Talent Pty Ltd,https://www.linkedin.com/jobs/view/3994398412,"About the jobJob Title:FRP Site EngineerLocation:New South Wales, AustraliaJob Type:[Contract]Job Description:We are seeking an experienced FRP Site Engineer to oversee FRP installations and manage site operations across New South Wales. The ideal candidate will ensure project quality, safety, and efficiency.Key Responsibilities:Supervise and manage FRP installation projects on-site.Ensure compliance with safety regulations and quality standards.Coordinate with project managers, contractors, and clients to meet project specifications.Monitor progress and resolve any site issues or delays.Conduct regular site inspections and ensure proper documentation.Prepare and review project reports, progress updates, and compliance records.Qualifications:Proven experience in FRP engineering and site management.Strong knowledge of FRP materials, installation processes, and safety standards.Excellent organisational, leadership, and problem-solving skills.Ability to read and interpret technical drawings and specifications.Effective communication and teamwork abilities.Relevant engineering degree and certification.**APPLY NOW** Please email your resume"
Process Engineer with verification,ACCIONA AU & NZ,https://www.linkedin.com/jobs/view/3987938127,"About the jobACCIONA is a global company, leading in the development of regenerative infrastructure that creates a positive impact on society. Our workforce consists of more than 41,500 professionals, present in more than 40 countries across the five continents, all contributing in our mission to design a better planet. Are you a passionate individual who wants to make a difference, promote sustainable development, and find solutions to the biggest global challenges, including climate change, overpopulation, and water scarcity? Come and join us in building the infrastructure our planet needs to achieve a sustainable future.ACCIONA Agua is seeking a talented and experiencedProcess Engineerto facilitate the safe delivery of projects by undertaking process design, project management, and administration of allocated projects. The Process Engineer will interface with key stakeholders to ensure project timelines, milestones, and key requirements are met.This role can be based either in Sydney, Melbourne, Brisbane, Perth or Adelaide.Key Responsibilities:Design:Contribute to the design process of projects by providing process planning, conceptual, and detailed sustainable, value-engineered design for large-scale desalination water treatment plant projects.Plan, design, and conduct process modeling (membrane simulations); support business development as required.Develop and complete technical calculations, documents, and schedules, including procurement specifications.Prepare and manage digital design information related to drawing registers, transmittals, change request documents, etc.Prepare and present D&C cost estimates.Project Delivery:Develop and compile project documents, communicate with clients and partners for clarifications, coordinate site visits, and manage project progress and technical meetings.Ensure the selection, construction, and installation of process equipment meet the design and project specifications.Manage the scoping, definition, specification, and tendering during the procurement phase.Coordinate and file project documentation, including tender and contract documents, correspondence, safety, quality, and environmental documentation.Contribute to the development of Management Plans, Functional Descriptions, Commissioning, ITP's performance test, and O&M documentation.Resolve non-critical project issues through collation and analysis of relevant information and making appropriate recommendations.Communicate with the Project Team, third parties, and Head Office counterparts on specific technical issues in civil, electrical, and other areas.Complete requests for quotations for vendor equipment.Additional Responsibilities:Glean pertinent information from the project and convey it effectively.Propose improvements for the project through technical modifications.Prepare significant parts of client offers and collaborate on presentations and defences.Maintain relationships with vendors (subcontractors).Supervise the assigned team's tasks (if applicable)Qualifications & Skills:Degree qualifications in Civil, Chemical, Mechanical, Electrical, or related Engineering field.Minimum 3 years' experience in a comparable technical field.Strong communication skills in verbal and written English (including technical report writing).Ability to prioritize and work autonomously on tasks.Ability to work within a team as well as independently.Valid driver's license recognized by Australia.Willingness and flexibility to travel both interstate and overseas.Spanish language skills preferred.Minimum Experience:Experience in the process design of desalination water treatment processes.Experience with membrane projections.Previous experience leading a design team or similar position.Capabilities in supervising engineering design development, including the preparation of process calculations, specifications, and drawings in a digital engineering environment (e.g., BIM).At ACCIONA, we offer a dynamic and challenging work environment where our employees can grow and develop their careers. We provide opportunities for professional development, and our team members are encouraged to bring new ideas and approaches to their work. Our company is dedicated to fostering a culture of inclusiveness and respect where every employee feels valued and supported.We are an Equal Opportunity Employer and promote equality and diversity. Indigenous Australians and candidates from minority groups are encouraged to apply."
Cloud Systems Engineer,Halcyon Knights,https://www.linkedin.com/jobs/view/3974747311,Description not available
